Month,Day,Year,Birthday,Name,Description
5,16,1955,5/16/1955,Debra Winger, in Columbus Oh (Officer & Gentleman)
5,16,1955,5/16/1955,Olga Korbut, Soviet Olympic gymnast
5,16,1966,5/16/1966,Janet Jackson, singer/Michael's sister
5,17,1749,5/17/1749,Edward Jenner," English physician, discovered vaccination"
5,17,1836,5/17/1836,Joseph Norman Lockyer," astroarchaeologist, founded NATURE magazine"
5,17,1866,5/17/1866,Erik Satie, composer
5,17,1900,5/17/1900,Ayatollah Ruhollah Khomeini, Iran's spiritual leader
5,17,1911,5/17/1911,Maureen O'Sullivan, in Boyle Ireland
5,17,1912,5/17/1912,Archibald Cox, 1st Watergate special prosecutor
5,17,1912,5/17/1912,Clarence (Ace) Parker," NFL quarterback (Brooklyn, Boston Yanks)"
5,17,1923,5/17/1923,Birgit Nilsson, soprano
5,17,1936,5/17/1936,Dennis Hopper, an easy rider
5,17,1956,5/17/1956,Sugar Ray Leonard, boxer
5,18,1830,5/18/1830,Karl Goldmark, Hungarian composer
5,18,1836,5/18/1836,Wilhelm Steinitz," of Austria, world chess champion (1866-94)"
5,18,1850,5/18/1850,Oliver Heaviside, physicist predicted existance of ionosphere
5,18,1865,5/18/1865,William Heinemann, English publisher
5,18,1868,5/18/1868,Nicholas II, the last Russian tsar (1894-1917)
5,18,1872,5/18/1872,Bertrand Russell," British mathematician, philosopher (Nobel 1950)"
5,18,1883,5/18/1883,Walter Gropius, German Bauhaus architect
5,18,1885,5/18/1885,Eurico Gaspar Dutra, president of Brazil (1945-50)
5,18,1891,5/18/1891,Rudolf Carnap, German Logical Positivist philosopher
5,18,1897,5/18/1897,Frank Capra,
5,18,1900,5/18/1900,Sarah Miriam Peale, American portrait painter
5,18,1902,5/18/1902,Meredith Willson, musician-composer (The Music Man)
5,18,1904,5/18/1904,Jacob K. Javits," (R), NY Sen"
5,18,1912,5/18/1912,Perry Como, singer
5,18,1917,5/18/1917,Dame Margot Fonteyn, English ballerina
5,18,1918,5/18/1918,John Paul II," 264th Roman Catholic pope (1978-, )"
5,18,1922,5/18/1922,Bill Macy, Actor
5,18,1930,5/18/1930,Pernell Roberts," Actor (Adam Cartwright, Trapper John)"
5,18,1946,5/18/1946,Reggie Jackson," (Yankees, A's)"
5,18,1950,5/18/1950,Rodney Milburn," Jr., hurdler"
5,19,1795,5/19/1795,John Hopkins, Philanthropist
5,19,1890,5/19/1890,Ho Chi Minh, trail blazer
5,19,1925,5/19/1925,Malcolm X, Muslim
5,19,1935,5/19/1935,David Hartman, TV personality
5,19,1941,5/19/1941,Nora Ephron," NY, writer"
5,19,1952,5/19/1952,Grace Jones," in Jamaica, singer"
5,20,1750,5/20/1750,Stephen Girard, bailed out U.S. bonds during War of 1812
5,20,1768,5/20/1768,Dolly Dandridge Payne Madison, first lady
5,20,1799,5/20/1799,Honore de Balzac, French novelist (Pere Goriot)
5,20,1806,5/20/1806,John Stuart Mill," philosopher, political economist, Utilitarian"
5,20,1818,5/20/1818,William George Fargo," helped to found Wells, Fargo & Co"
5,20,1822,5/20/1822,Frederic Passy, cowinner of 1st Nobel Peace Prize (1901)
5,20,1882,5/20/1882,Sigrid Undset, Norweg. novelist (Kristin Lavransdatter) (Nobel '28)
5,20,1890,5/20/1890,Beniamino Gigli, Italian tenor
5,20,1894,5/20/1894,Adela Rogers St. Johns," journalist, author"
5,20,1901,5/20/1901,Max Euwe," of the Netherlands, world chess champion (1935-37)"
5,20,1908,5/20/1908,Jimmy Stewart, Actor
5,20,1913,5/20/1913,William Hewlett, cofounder of Hewlett-Packard Co
5,20,1915,5/20/1915,Moshe Dayan, Israeli general & politician
5,20,1919,5/20/1919,George Gobel, Comedian
5,20,1933,5/20/1933,Constance Towers,
5,20,1934,5/20/1934,Alexei A. Leonov," Soviet cosmonaut (Voskhod 2, Apollo-Soyuz)"
5,20,1940,5/20/1940,Sadaharu Oh," of Yomiuri Giants (Japan), hit 868 career HR"
5,20,1944,5/20/1944,Joe Cocker, in Engl
5,20,1944,5/20/1944,Henri Rousseau,
5,20,1946,5/20/1946,Cher Bono," California ""I got you babe"""
5,20,1958,5/20/1958,Ron Reagan Jr., President's son
5,20,1958,5/20/1958,Jane Wiedlin, (GoGos)
5,20,1966,5/20/1966,Mindy Cohn, LA (Facts of Life)
5,21,1471,5/21/1471,Albrecht Durer," great German Renaissance painter, print maker"
5,21,1527,5/21/1527,Philip II, king of Spain (1556-98) and Portugal (1580-98)
5,21,1584,5/21/1584,A. Durer,
5,21,1688,5/21/1688,Alexander Pope, poet (The Rape of the Lock)
5,21,1780,5/21/1780,Elizabeth Fry," Quaker minister, prison reformer, nurse"
5,21,1834,5/21/1834,Charles-Albert Gobat," Swiss politician, lawyer, author (Nobel 1902)"
5,21,1844,5/21/1844,Henri Rousseau, French na‹ve painter
5,21,1851,5/21/1851,Leon Bourgeois," French politician, internationalist (Nobel 1920)"
5,21,1860,5/21/1860,Willam Einthoven, invented the electrocardiograph
5,21,1865,5/21/1865,C.J. Thomsen," Danish archeologist, named Stone/Iron/Bronze Ages"
5,21,1878,5/21/1878,Glenn Curtis, aircraft pioneer
5,21,1898,5/21/1898,Armand Hammer, millionaire industrialist
5,21,1904,5/21/1904,Fats Waller," jazz pianist, composer (Ain't Misbehavin'"
5,21,1904,5/21/1904,Robert Montgomery, Actor
5,21,1916,5/21/1916,Harold Robbins," author (Moneychangers, Carpetbaggers)"
5,21,1917,5/21/1917,Dennis Day, singer
5,21,1917,5/21/1917,Raymond Burr," Actor (Perry Mason, Ironsides)"
5,21,1921,5/21/1921,Andrey Sakharov," Soviet physicist, human rights worker (Nobel '75)"
5,21,1921,5/21/1921,Andrei Sakharov,
5,21,1952,5/21/1952,Mr T,
5,21,1952,5/21/1952,Mr T.,
5,21,427 BC,5/21/427BC,Plato (Aristocles), in Athens(?) (427 BC)
5,22,1813,5/22/1813,Richard Wagner," composer (The Ring, Flying Dutchman) Leipzig Germ"
5,22,1828,5/22/1828,Albrecht Grafe," pioneer eye surgeon, founded modern ophthalmology"
5,22,1844,5/22/1844,Mary Cassatt, American Impressionist painter
5,22,1859,5/22/1859,Sir Arthur Conan Doyle, brought Sherlock Holmes to life twice
5,22,1859,5/22/1859,Arthur Conan Doyle,
5,22,1895,5/22/1895,Jiddu Krishnamurti," Indian spiritual philosopher, writer"
5,22,1907,5/22/1907,Lord Laurence Olivier, stage & screen Actor (Rebecca)
5,22,1907,5/22/1907,Lawrence Olivier,
5,22,1920,5/22/1920,Thomas Gold, established the steady-state theory of the universe
5,22,1922,5/22/1922,Judith Crist," critic, NY"
5,22,1922,5/22/1922,Satyajat Ray, Indian film director
5,22,1924,5/22/1924,Charles Aznavour, singer
5,22,1927,5/22/1927,Michael Constantine,
5,22,1934,5/22/1934,Peter Nero, pianist
5,22,1938,5/22/1938,Frank Converse,
5,22,1938,5/22/1938,Richard Benjamin, Actor
5,22,1938,5/22/1938,Susan Strasberg," in NYC, Actress"
5,22,1940,5/22/1940,Michael Sarrazin, Actor
5,22,1941,5/22/1941,Paul Winfield,
5,22,1943,5/22/1943,Tommy John, Yankee & Dodger pitcher
5,23,1707,5/23/1707,Carolus Linn‘us," biological classifier, sweden"
5,23,1734,5/23/1734,Friedrich Anton Mesmer," German physician, hypnotist"
5,23,1844,5/23/1844,Abdu'l-Bah,", early Bah '¡ leader"
5,23,1883,5/23/1883,Douglas Fairbanks, 1st & greatest of Hollywood's swashbucklers
5,23,1891,5/23/1891,Par Lagerkvist," Swedish novelist, poet, dramatist (Nobel 1951)"
5,23,1903,5/23/1903,Walter Reisch," US screenwriter (Ninotchka, Gaslight, Titanic)"
5,23,1908,5/23/1908,John Bardeen," physicist (Nobel 1956, 1972)"
5,23,1910,5/23/1910,Artie Shaw (Arthur Arshawsky), band leader and husband
5,23,1919,5/23/1919,Betty Garrett, in St Joseph Mo
5,23,1923,5/23/1923,Alicia de Larrocha, Pianist
5,23,1928,5/23/1928,Rosemary Clooney," in Kentucky, singer"
5,23,1931,5/23/1931,Barbara Barrie, in Chicago
5,23,1933,5/23/1933,Joan Collins," in London, Actress"
5,23,1943,5/23/1943,John Newcombe, Australian tennis pro
5,23,1949,5/23/1949,Alan Garc¡a Perez," pres of Peru (1985-, )"
5,23,1951,5/23/1951,Anatoliy Karpov," of USSR, world chess champion (1975-85)"
5,23,1952,5/23/1952,Boxer Marvelous Marvin Hagler, in NJ
5,24,1544,5/24/1544,William Gilbert, pioneer researcher into magnetism
5,24,1743,5/24/1743,Jean-Paul Marat, French revolutionist
5,24,1816,5/24/1816,Emanuel Leutze, American painter (Washington Crossing the Delaware)
5,24,1819,5/24/1819,Queen Victoria, (1837-1901)
5,24,1895,5/24/1895,Samuel I. Newhouse, American millionaire publisher
5,24,1905,5/24/1905,Mikhail Sholokhov, novelist (And Quiet Flows the Don) (Nobel 1965)
5,24,1909,5/24/1909,Wilbur Mills, former U.S. congressman
5,24,1914,5/24/1914,Lilli Palmer," German Actress (The Gentle Sex, Lotte in Weimar)"
5,24,1918,5/24/1918,Coleman Young, civil rights leader
5,24,1923,5/24/1923,Siobhan McKenna, Irish stage Actress (Saint Joan)
5,24,1932,5/24/1932,Elaine Malbin, opera singer
5,24,1934,5/24/1934,Mayor Jane Byrne, of Chicago
5,24,1941,5/24/1941,Bob Dylan," in Minnesota, Folk Singer Robert Zimmerman"
5,24,1943,5/24/1943,Gary Burghoff, M*A*S*H
5,24,1944,5/24/1944,Patti Labelle,
5,24,1945,5/24/1945,Priscilla Presley, wife of Elvis
5,25,1803,5/25/1803,Ralph Waldo Emerson," American essayist, philosopher"
5,25,1847,5/25/1847,John Alexander Dowie," (Elijah the Restorer), American evangelist"
5,25,1865,5/25/1865,John R. Mott, worked in internat'l church movements (Nobel 1946)
5,25,1886,5/25/1886,Philip Murray, founder of Congress of Industrial Organizations
5,25,1889,5/25/1889,Igor Sikorsky, developed a working helicopter
5,25,1898,5/25/1898,Bennett Cerf, publisher
5,25,1898,5/25/1898,Gene Tunney, world heavyweight boxing champion (1926-30)
5,25,1917,5/25/1917,Theodore Hesburgh, ex-president of Notre Dame
5,25,1918,5/25/1918,Claude Aikins, Actor
5,25,1925,5/25/1925,Jeanne Crain, in Barstow Calif
5,25,1926,5/25/1926,Miles Davis," trumpeter, pioneered cool jazz (Porgy and Bess)"
5,25,1927,5/25/1927,Robert Ludlum, spy novelist
5,25,1929,5/25/1929,Beverly Sills," in Brooklyn NY, soprano"
5,25,1932,5/25/1932,Georgi M. Grechko," Soviet cosmonaut (Soyuz 17,26, T-14)"
5,25,1935,5/25/1935,Barbara Harris, in Illinois
5,25,1938,5/25/1938,Raymond Carver,
5,25,1943,5/25/1943,Leslie Uggams, singer NYC
5,25,1947,5/25/1947,Karen Valentine, in Santa Rosa California
5,25,1947,5/25/1947,Jessi Colter, in Phoenix Arizona
5,25,1955,5/25/1955,Connie Sellecca, in Bronx
5,26,1689,5/26/1689,Lady Mary Wortley Montagu," English essayist, feminist, eccentric"
5,26,1799,5/26/1799,Alexandr Pushkin, Russian writer (Eugene Onegin)
5,26,1886,5/26/1886,Al Jolson," jazz singer, silent film Actor"
5,26,1907,5/26/1907,John Wayne, shootist
5,26,1908,5/26/1908,Robert Morley, English Actor
5,26,1910,5/26/1910,Laurance Rockefeller," chairman, Chase Manhattan"
5,26,1918,5/26/1918,A. Pushkin,
5,26,1920,5/26/1920,Peggy Lee, in ND (is that all there is)
5,26,1923,5/26/1923,James Arness, Actor (Matt Dillon of Gunsmoke)
5,26,1939,5/26/1939,Teresa Stratas, in Toronto Ontario
5,26,1947,5/26/1947,Sherry Bain, in Califor
5,26,1949,5/26/1949,Dale Haddon, in Montrael Canada
5,26,1949,5/26/1949,Pam Grier,
5,26,1949,5/26/1949,Hank Williams," Jr., country singer"
5,26,1951,5/26/1951,Sally K. Ride," 1st American woman in space (STS-7, 41G)"
5,26,1962,5/26/1962,Genie Francis, in Los Angeles
5,27,1332,5/27/1332,Ibn Khaldun," Arab historian, sociologist"
5,27,1626,5/27/1626,William II, prince of Orange
5,27,1818,5/27/1818,Amelia Bloomer, suffragette known for her pantaloons
5,27,1819,5/27/1819,Julia Ward Howe," author, lecturer (Battle Hymn of the Republic)"
5,27,1836,5/27/1836,Jay Gould," American railroad executive, financier"
5,27,1837,5/27/1837,Wild Bill Hickok,
5,27,1867,5/27/1867,Arnold Bennett," English novelist, playwright, critic"
5,27,1878,5/27/1878,Isadora Duncan, US interpretive dancer
5,27,1894,5/27/1894,Dashiell Hammett, author who created the hard-boiled detective
5,27,1907,5/27/1907,Rachel Carson," ecologist, writer (Silent Spring)"
5,27,1908,5/27/1908,Harold Rome, composer
5,27,1911,5/27/1911,Hubert Humphrey," (D-Minn.), Sen, 38th V-P (1965-69)"
5,27,1911,5/27/1911,Vincent Price," Actor (The Fly, Laura)"
5,27,1912,5/27/1912,John Cheever, writer (Wapshot Chronicle)
5,27,1912,5/27/1912,Sam Snead, pro golfer
5,27,1915,5/27/1915,Herman Wouk, American author (Caine Mutiny)
5,27,1918,5/27/1918,Yasuhiro Nakasone, Japanese PM (1982-87)
5,27,1922,5/27/1922,Christopher Lee, Actor
5,27,1923,5/27/1923,Henry Kissinger, secretary of state
5,27,1935,5/27/1935,Lee Merriweather, Miss America
5,27,1943,5/27/1943,Cilia Black, in Liverpool England
5,27,1944,5/27/1944,Christopher J. Dodd," (D), senator from Conn"
5,28,1660,5/28/1660,George I, king of England (1714-27)
5,28,1738,5/28/1738,Dr Joseph Guillotin, guess what he invented
5,28,1759,5/28/1759,William Pitt the Younger," (C), English PM (1783-1801, 1804-06)"
5,28,1807,5/28/1807,Louis Agassiz," Swiss naturalist, geologist, teacher"
5,28,1888,5/28/1888,Jim Thorpe, chosen greatest U.S. athlete of the 1st half century
5,28,1906,5/28/1906,Phil Regan, singer
5,28,1908,5/28/1908,Ian Fleming," gave James Bond a job (Goldfinger, Dr. No)"
5,28,1912,5/28/1912,Patrick White, Australian novelist (Happy Valley) (Nobel 1973)
5,28,1923,5/28/1923,Nandamuri Taraka Rama Rao," Indian film star, politician"
5,28,1931,5/28/1931,Caroll Baker, in Pennsylvania
5,28,1934,5/28/1934,Dionne quintuplets," (Annette, Cecile, Amilie, Marie, Yvonne)"
5,28,1944,5/28/1944,Gladys Knight, in Atlanta Ga
5,28,1946,5/28/1946,Madeline LeRouix, in Wyoming
5,28,1947,5/28/1947,Sondra Locke, in Shellyville Tennessee
5,29,1265,5/29/1265,Dante Alighieri,
5,29,1630,5/29/1630,Charles II, king of England (1660-85)
5,29,1736,5/29/1736,Patrick Henry," American revolutionary leader, orator"
5,29,1826,5/29/1826,Ebenezer Butterick, inventor of the tissue paper dress pattern
5,29,1874,5/29/1874,English novelist, GK Chesterton
5,29,1874,5/29/1874,G.K. Chesterton, English writer
5,29,1880,5/29/1880,Oswald Spengler, German philosopher (The Decline of the West)
5,29,1894,5/29/1894,Bea Lillie, comedian
5,29,1897,5/29/1897,Erich Wolfgang Korngold, Movie composer
5,29,1903,5/29/1903,Leslie Townes (Bob) Hope," entertainer (famous prrofile), England"
5,29,1917,5/29/1917,John F Kennedy, 35th President (1961-1963)
5,29,1922,5/29/1922,Yannis Xenakis," Rumanian composer, architect, mathematician"
5,29,1939,5/29/1939,Al Unser, auto racer
5,29,1954,5/29/1954,Reby Jackson, Singer
5,29,1956,5/29/1956,LaToya Jackson, Singer
5,29,1963,5/29/1963,Lisa Whelchel, in Ft Worth Tx (Facts of Life)
5,30,1672,5/30/1672,Peter I (the Great), tsar of Russia (1682-1725)
5,30,1757,5/30/1757,Henry Addington," Viscount Sidmouth (C), British PM (1801-04)"
5,30,1835,5/30/1835,Alfred Austin, poet laureate of England
5,30,1846,5/30/1846,Peter Carl Faberge," Russian goldsmith, jeweler"
5,30,1888,5/30/1888,James A. Farley, U.S. postmaster general (1932-38)
5,30,1902,5/30/1902,Stepin Fetchit," Actor (In Old Kentucky, Miracle in Harlem)"
5,30,1904,5/30/1904,Ernesto de la Guardia Jr., president of Panama (1956-60)
5,30,1908,5/30/1908,Mel Blanc," the voice of Bugs Bunny, Elmer Fudd & Porky Pig"
5,30,1909,5/30/1909,Benny Goodman," swinger, clarinetist, ""the King of Swing."""
5,30,1926,5/30/1926,Christine Jorgensen, Pioneer transsexual
5,30,1927,5/30/1927,Clint Walker, Actor
5,30,1936,5/30/1936,Keir Dullea," Actor (2001, 2010)"
5,30,1939,5/30/1939,Michael J. Pollard, Actor
5,30,1943,5/30/1943,Gale Sayers, NFL running back (Chicago Bears)
5,31,1469,5/31/1469,Manuel I, king of Portugal (1495-1521) during era of exploration
5,31,1819,5/31/1819,Walt Whitman," American poet (Leaves of Grass) in West Hills, NY"
5,31,1857,5/31/1857,Pius XI, 259th Roman Catholic pope (1922-39)
5,31,1872,5/31/1872,Heath Robinson," English illustrator, cartoonist"
5,31,1887,5/31/1887,Saint-John Perse," French poet, diplomat (Nobel 1960)"
5,31,1898,5/31/1898,Norman Vincent Peale, clergyman
5,31,1908,5/31/1908,Don Ameche, Actor (Cocoon)
5,31,1912,5/31/1912,Henry Jackson," (D, sort of), former U.S. senator from Washington"
5,31,1920,5/31/1920,Edward Bennett Williams, attorney
5,31,1923,5/31/1923,Rainier III," prince of Monaco (1949-, )"
5,31,1929,5/31/1929,Elaine Stewart,
5,31,1930,5/31/1930,Clint Eastwood, Actor/mayor (Dirty Harry)
5,31,1933,5/31/1933,Shirley Verrett, American mezzo-soprano New Orleans La
5,31,1938,5/31/1938,Peter Yarrow," of Peter, Paul and Mary"
5,31,1939,5/31/1939,Terry Waite, Church envoy
5,31,1941,5/31/1941,Johnny Paycheck, Country Singer
5,31,1943,5/31/1943,Joe Namath, NY Jets QB
5,31,1943,5/31/1943,Sharon Gless, in LA
5,31,1950,5/31/1950,Tom Berenger,
5,31,1950,5/31/1950,Gregory Harrison,
5,31,1965,5/31/1965,Brooke Shields, Actress/model NYC
6,1,1801,6/1/1801,Brigham Young," Mormon church leader, polygamist"
6,1,1804,6/1/1804,Mikhail Glinka, Russian composer
6,1,1878,6/1/1878,John Masefield, English poet
6,1,1898,6/1/1898,Molly Picon, Actress
6,1,1907,6/1/1907,Frank Whittle, inventor of a jet engine
6,1,1921,6/1/1921,Nelson Riddle, musical conductor
6,1,1926,6/1/1926,Marilyn Monroe," (Norma Jean Baker), Actress (Some Like It Hot)"
6,1,1926,6/1/1926,Andy Griffith," (Matlock, sheriff of Mayberry)"
6,1,1928,6/1/1928,Georgi T. Dobrovolsky, Soviet cosmonaut (Soyuz 11)
6,1,1934,6/1/1934,Pat Boone singer,
6,1,1939,6/1/1939,Cleavon Little, Actor
6,1,1945,6/1/1945,Linda Scott,
6,1,1945,6/1/1945,Frederica von Stade, opera singer
6,1,1947,6/1/1947,Ron Wood, rock guitarist (Faces/Rolling Stones)
6,1,1948,6/1/1948,Tom Sneva, US auto racer
6,1,1955,6/1/1955,Chiyonofuji, sumo wrestler
6,2,1740,6/2/1740,Marquis de Sade, 1st known sadist
6,2,1835,6/2/1835,St. Pius X, 257th Roman Catholic pope (1903-14)
6,2,1840,6/2/1840,Thomas Hardy, English poet and novelist (Mayor of Casterbridge)
6,2,1857,6/2/1857,Karl Gjellerup," Danish poet, novelist (Nobel 1917)"
6,2,1857,6/2/1857,Sir Edward Elgar, composer (Pomp & Circumstance)
6,2,1890,6/2/1890,Hedda Hopper,
6,2,1904,6/2/1904,Johnny Weissmuller, swimmer-Actor (Tarzan)
6,2,1927,6/2/1927,Brock Peters," Actor, singer"
6,2,1927,6/2/1927,Phillip Burton,
6,2,1929,6/2/1929,Chuck Barris, TV producer
6,2,1930,6/2/1930,"Charles Conrad, Jr."," astronaut (Gemini 5, 11, Apollo 12, Skylab 2)"
6,2,1937,6/2/1937,Sally Kellerman, in California
6,2,1940,6/2/1940,King Constantine, of Greece
6,2,1941,6/2/1941,Charlie Watts, Rolling Stones drummer
6,2,1941,6/2/1941,Stacy Keach, Actor
6,2,1943,6/2/1943,Charles Haid, Actor (Hill Street Blues)
6,2,1944,6/2/1944,Marvin Hamlisch,
6,2,1944,6/2/1944,Garo Yepremian, NFL place kicker (Miami Dolphins)
6,2,1948,6/2/1948,Jerry Mathers," the ""Beaver"""
6,3,1780,6/3/1780,William Hone," English author, bookseller (The Every-Day Book)"
6,3,1808,6/3/1808,Jefferson Davis, President of Confederacy (1861-1865)
6,3,1844,6/3/1844,Garret Augustus Hobart," (R), 24th U.S. vice-president (1897-99)"
6,3,1864,6/3/1864,Ransom Eli Olds, auto (Oldsmobile) & truck (REO) manufacturer
6,3,1865,6/3/1865,George V, king of England (1910-36)
6,3,1906,6/3/1906,Josephine Baker," dancer, singer"
6,3,1911,6/3/1911,Paulette Goddard,
6,3,1913,6/3/1913,Ellen Corby,
6,3,1922,6/3/1922,Alain Resnais, French film director
6,3,1925,6/3/1925,Tony Curtis," (Bernard Schwartz), Actor (Some Like It Hot, Trapeze)"
6,3,1926,6/3/1926,Collen Dewhurst, Actress
6,3,1926,6/3/1926,Allen Ginsberg, Beat poet (Howl)
6,3,1942,6/3/1942,Curtis Mayfield, musician
6,3,1950,6/3/1950,Suzi Quatro, Detroit (Happy Days)
6,3,1951,6/3/1951,Deneice Williams, singer
6,4,1694,6/4/1694,Fran‡ois Quesnay," French economist, leader of the Physiocrats"
6,4,1738,6/4/1738,George III, English king during American Revolution (1760-1820)
6,4,1867,6/4/1867,Carl Gustaf Mannerheim," Finnish military hero, president (1944-46)"
6,4,1908,6/4/1908,Roselind Russell,
6,4,1917,6/4/1917,Howard Metzenbaum," (D), Ohio sen"
6,4,1919,6/4/1919,Robert Merrill, baritone
6,4,1922,6/4/1922,Gene Barry, Actor (Bat Masterson)
6,4,1924,6/4/1924,Dennis Weaver," Actor (Chester in Gunsmoke, Duel)"
6,4,1926,6/4/1926,Robert Earl Hughes, became heaviest known human (486 kg)
6,4,1936,6/4/1936,Bruce Dern," Actor (Coming Home, Silent Running, Tatoo)"
6,4,1937,6/4/1937,Freddie Fender, country singer
6,4,1946,6/4/1946,Bettina Gregory, News woman
6,4,1948,6/4/1948,Rosemary Joyce,
6,4,1952,6/4/1952,Parker Stevenson,
6,4,1965,6/4/1965,Andrea Jagger, in Chicago Tennis player
6,5,1723,6/5/1723,Adam Smith, economist (Wealth of Nations) (baptized) Kirkcaldy Scot
6,5,1819,6/5/1819,John Couch Adams, codiscoverer of Neptune
6,5,1878,6/5/1878,Francisco (Pancho) Villa," Mexican revolutionary, guerrilla leader"
6,5,1883,6/5/1883,John Maynard Keynes, in Cambridge England Economist
6,5,1887,6/5/1887,Ruth Benedict, American anthropologist (Patterns of Culture)
6,5,1898,6/5/1898,Federico Garc¡a Lorca, Spanish poet and dramatist
6,5,1900,6/5/1900,Dennis Gabor, invented holography
6,5,1905,6/5/1905,Art Donovan," NFL defensive tackle (Baltimore, N.Y. Yanks, Dallas)"
6,5,1920,6/5/1920,Marion Motley," AAFC, NFL fullback (Cleveland Browns, Pittsburgh)"
6,5,1928,6/5/1928,Tony Richardson," English director (Delicate Balance, Hotel N.H.)"
6,5,1929,6/5/1929,Robert Lansing,
6,5,1934,6/5/1934,Bill Moyers, news commentator
6,5,1939,6/5/1939,Charles Joseph Clark," (P-C), 16th Canadian prime minister (1979-80)"
6,6,1436,6/6/1436,Regiomontanus (Johannes Muller), prepares astronomical tables
6,6,1599,6/6/1599,Diego Vel zquez, Spanish painter
6,6,1755,6/6/1755,Nathan Hale, patriot
6,6,1756,6/6/1756,John Trumbull, painter
6,6,1850,6/6/1850,Karl F. Braun, codeveloper of wireless telegraphy (Nobel 1909)
6,6,1875,6/6/1875,Thomas Mann, German novelist (Magic Mountain) (Nobel 1929)
6,6,1886,6/6/1886,Paul Dudley White, heart specialist
6,6,1887,6/6/1887,Walter Abel, Actor
6,6,1907,6/6/1907,Bill Dickey, Baseball hall-of-famer
6,6,1917,6/6/1917,Kathran Graham, publisher (Washington Post)
